Filename,Format,Confidence,AI_Check
None,None,None,None
s41598-025-10674-y.pdf,Springer Format,90,Error checking AI content: list indices must be integers or slices, not str,/uploads/reports/report_2025-10-22_19-49-06.pdf
s41598-025-10674-y.pdf,Springer Format,90,Human-written (50.00%),
